0.021876,0.018128,-0.035431,-0.029948,0.16349,0.41401,0.022429,0.018681,-0.25833,-0.36414,-0.54122,-0.53971
-0.033916,-0.033818,-0.028735,-0.041872,0.06203,0.18433,-0.036883,-0.01353,-0.15438,-0.25379,-0.33198,-0.24122
-0.11586,0.065199,0.18644,0.24228,0.23087,0.23972,0.20793,-0.14481,-0.30595,-0.40298,-0.56808,-0.51615
0.16954,0.12385,0.048752,0.1022,0.25294,0.36318,-0.043766,-0.13425,-0.26791,-0.41718,-0.60749,-0.86364
-0.13467,-0.057416,-0.077988,0.048697,0.050251,-0.13334,0.12931,-0.051112,-0.31294,-0.45755,-0.68083,-0.69138
-0.022399,-0.059937,-0.077142,-0.0046895,0.13684,0.042884,0.11169,-0.067815,-0.2567,-0.34907,-0.52241,-0.51164
0.069752,-0.17691,-0.16695,0.062167,0.22197,0.2692,0.13196,-0.24198,-0.42978,-0.34701,-0.44867,-0.30161
0.012956,-0.063889,0.20539,0.40004,0.22599,0.3377,0.081079,0.042034,-0.11465,-0.27132,-0.45554,-0.58289
-0.30297,0.17809,-0.0064065,0.12337,0.29334,0.18315,-0.18224,-0.51203,-0.59363,-0.55671,-0.74806,-0.70555
0.17602,-0.028478,-0.11821,-0.10292,0.15883,0.39139,-0.073113,-0.53626,-0.55205,-0.44089,-0.50383,-0.59003
-0.15568,0.013752,0.014107,0.40973,0.43067,0.32535,0.4063,-0.37734,-1.0115,-1.1089,-1.2462,-0.8513
-0.046962,-0.046331,-0.0051545,0.098704,0.3036,0.42459,-0.10512,-0.074091,-0.295,-0.39966,-0.62439,-0.96862
0.059639,0.10384,0.036519,0.15608,0.2797,0.13708,-0.068298,-0.12262,-0.3971,-0.51141,-0.60036,-0.40503
-0.0162,-0.0072884,-0.087343,-0.077217,0.10929,0.22326,0.071898,0.088786,-0.011533,-0.10894,-0.24624,-0.14589
-0.39368,0.046439,0.39181,0.58351,0.49245,0.24829,0.34902,-0.35397,-0.79654,-0.75252,-0.96194,-0.32171
0.045804,-0.13373,-0.033324,0.3175,0.32747,0.24293,-0.1072,-0.16817,-0.41061,-0.56894,-0.74627,-0.57759
-0.035867,-0.019124,-0.12713,-0.23832,-0.36846,-0.504,0.0099778,0.059124,-0.19959,-0.37526,-0.62053,-0.74002
0.11094,0.014193,-0.058651,0.17502,0.24662,0.36731,-0.086484,-0.16303,-0.54235,-0.51893,-0.71265,-0.76025
-0.1844,0.14659,0.1504,0.23357,0.38004,0.42505,0.10522,-0.096267,-0.45923,-0.64428,-0.84768,-1.0411
0.048354,0.040926,0.02161,0.33555,0.39048,0.35951,0.03153,-0.013896,-0.3837,-0.61039,-0.93102,-1.0453
0.079659,-0.056227,-0.17826,0.042287,0.30492,0.38704,0.0046584,-0.053908,-0.42604,-0.47216,-0.65778,-0.78889
0.033583,0.12214,0.19853,0.14212,0.23939,0.3848,0.049211,0.049518,-0.049317,-0.2441,-0.42528,-0.37877
0.37935,0.018729,0.019063,0.31586,0.35296,0.14965,-0.4919,-0.59526,-0.74588,-0.55383,-0.89422,-0.77335
-0.044454,0.053017,0.50057,0.55513,0.48507,0.33039,0.031995,-0.10326,-0.26005,-0.40091,-0.71638,-0.68656
0.60632,-0.10515,-0.28018,-0.27929,-0.34731,-0.44105,-0.17576,-0.68836,-0.52199,-0.49468,-0.64706,-0.70137
-0.27627,-0.49129,-0.31845,-0.30363,-0.3882,-0.34848,0.47825,-0.59399,-0.64352,-0.61687,-0.86456,-0.98567
-0.051828,-0.058529,-0.06747,-0.30889,-0.49415,-0.48856,0.036635,0.041001,-0.16166,-0.5116,-0.858,-0.70312
-0.066462,0.097894,0.40117,0.44351,0.50585,0.496,0.2231,0.13342,-0.24165,-0.44048,-0.98447,-1.0209
-0.070143,-0.07841,-0.189,-0.18543,-0.28841,-0.20375,-0.042879,-0.023258,-0.11925,-0.32809,-0.51006,-0.48529
-0.053292,0.067567,0.21013,0.33014,0.33576,0.31758,0.12231,0.15447,-0.19602,-0.47194,-0.67266,-0.80614
0.23084,0.097827,0.21118,0.37063,0.42184,0.32688,-0.11827,-0.84553,-0.66908,-0.57897,-0.84947,-0.92673
-0.073732,0.50871,0.56693,0.46794,0.40495,0.22298,0.31086,0.074232,-0.39436,-0.54726,-0.93885,-0.87141
0.14765,-0.2186,-0.43307,-0.38339,-0.24129,-0.35394,0.072596,-0.45463,-0.70786,-0.64831,-0.78095,-0.98541
0.044795,0.033713,0.10162,-0.018747,-0.23204,-0.28491,-0.0036638,0.017724,-0.10726,-0.30002,-0.57837,-0.89526
-0.069657,-0.13732,-0.2567,-0.21758,-0.34611,-0.19884,-0.008973,-0.07413,-0.36508,-0.53507,-0.88065,-0.55768
-0.23049,-0.45906,-0.4225,-0.346,-0.37828,-0.38718,0.26793,-0.20505,-0.52951,-0.62035,-0.92939,-1.0791
-0.14248,-0.021352,0.13761,0.04995,-0.18585,-0.31551,-0.097818,-0.1336,-0.27783,-0.32684,-0.41469,-0.34213
0.10063,0.049299,-0.057377,-0.16039,-0.26104,-0.32462,0.055783,-0.27806,-0.34225,-0.38842,-0.6141,-0.67748
0.074202,0.095665,0.044527,-0.12532,-0.3388,-0.17282,0.016058,0.050742,-0.16531,-0.35251,-0.72735,-0.58132
-0.11668,0.017867,-0.17271,-0.41649,-0.39701,-0.39487,-0.15167,-0.25848,-0.61127,-0.73931,-0.87014,-0.85015
-0.0012921,0.028519,-0.052355,-0.032587,-0.22702,-0.15628,-0.13231,-0.15426,-0.41641,-0.44012,-0.56946,-0.43282
0.1079,-0.12645,-0.1293,0.043155,-0.11708,-0.36011,-0.092982,-0.13659,-0.35424,-0.39454,-0.44624,-0.57238
0.21809,0.03448,0.06106,-0.25548,-0.40129,-0.3198,-0.52175,-0.63189,-0.6976,-0.72433,-1.0517,-1.1459
0.054574,0.13802,0.10764,-0.24218,-0.32324,-0.29624,0.19489,-0.14736,-0.38798,-0.52901,-0.82175,-0.94471
0.045416,0.17472,0.13064,-0.23381,-0.38881,-0.41553,0.19519,-0.53486,-0.72312,-0.67929,-0.85173,-0.85026
0.077745,0.14933,-0.025935,-0.31571,-0.2618,-0.14348,0.080263,-0.063991,-0.20949,-0.31033,-0.53289,-0.39649
0.0094548,0.02238,0.081939,-0.038712,-0.28418,-0.43266,-0.031414,-0.047968,-0.26832,-0.36728,-0.49382,-0.41304
0.17216,0.17102,0.10944,-0.25863,-0.35677,-0.24694,-0.051353,-0.074645,-0.38807,-0.45193,-0.67414,-0.6187
